id,address_state,application_type,emp_length,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,annual_income (Label),dti,installment,int_rate,loan_amount,total_acc,total_payment,new_loan_status
686343,MN,INDIVIDUAL,< 1 year,D,RENT,3/11/2021,3/16/2021,5/11/2021,Charged Off,6/11/2021,876136,Debt consolidation,D2, 60 months,Verified,42000,<50K,0.29,376.92,0.1491,15875,17,1451,Default
246276,NV,INDIVIDUAL,< 1 year,D,RENT,2/8/2021,1/9/2021,5/8/2021,Charged Off,6/8/2021,246273,Debt consolidation,D4, 36 months,Not Verified,29136,<50K,0.1582,343,0.1355,10100,20,1452,Default
642826,NY,INDIVIDUAL,< 1 year,A,RENT,1/11/2021,5/16/2021,8/11/2021,Charged Off,9/11/2021,822727,credit card,A4, 36 months,Not Verified,54000,50K–99K,0.1604,208.54,0.0654,6800,39,1454,Default
538010,NJ,INDIVIDUAL,3 years,A,RENT,6/10/2021,1/16/2021,7/15/2021,Fully Paid,8/15/2021,694902,Debt consolidation,A5, 60 months,Not Verified,24000,<50K,0.035,24.27,0.0788,1200,24,1456,Non Default
626915,CA,INDIVIDUAL,3 years,C,RENT,12/10/2021,11/14/2021,6/14/2021,Charged Off,7/14/2021,803328,home improvement,C1, 60 months,Not Verified,24000,<50K,0.036,32.43,0.1223,1450,5,1456,Default
799168,MO,INDIVIDUAL,10+ years,B,RENT,7/11/2021,5/16/2021,1/12/2021,Charged Off,2/12/2021,1004335,Debt consolidation,B1, 36 months,Verified,73000,50K–99K,0.18,243.59,0.0999,7550,23,1457,Default
683016,CA,INDIVIDUAL,2 years,C,RENT,2/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,872292,major purchase,C2, 36 months,Source Verified,16800,<50K,0.2,40.47,0.1306,1200,19,1457,Non Default
382452,IL,INDIVIDUAL,7 years,C,MORTGAGE,3/9/2021,3/16/2021,8/9/2021,Fully Paid,9/9/2021,409382,other,C1, 36 months,Not Verified,66500,50K–99K,0.1429,46.86,0.1253,1400,40,1457,Non Default
715674,FL,INDIVIDUAL,2 years,B,OWN,3/11/2021,5/16/2021,10/12/2021,Charged Off,11/12/2021,909343,other,B1, 36 months,Source Verified,20004,<50K,0.0996,80.24,0.0963,2500,21,1457,Default
57245,TX,INDIVIDUAL,10+ years,C,OWN,3/10/2021,5/16/2021,3/13/2021,Fully Paid,4/13/2021,138150,Debt consolidation,C2, 36 months,Not Verified,54000,50K–99K,0.0547,40.5,0.1311,1200,31,1458,Non Default
799994,CA,INDIVIDUAL,1 year,A,MORTGAGE,7/11/2021,5/16/2021,10/12/2021,Charged Off,11/12/2021,1005246,home improvement,A2, 36 months,Not Verified,57000,50K–99K,0.1676,97.34,0.0599,3200,38,1459,Default
486414,CA,INDIVIDUAL,4 years,C,RENT,2/10/2021,5/16/2021,10/10/2021,Fully Paid,11/10/2021,619894,credit card,C2, 36 months,Not Verified,30000,<50K,0.098,47.25,0.1311,1400,11,1460,Non Default
417627,NY,INDIVIDUAL,3 years,A,RENT,6/9/2021,10/15/2021,7/12/2021,Fully Paid,8/12/2021,487035,Debt consolidation,A2, 36 months,Not Verified,51000,50K–99K,0.1919,40.55,0.0768,1300,18,1460,Non Default
446490,CA,INDIVIDUAL,2 years,C,RENT,10/9/2021,10/12/2021,10/12/2021,Fully Paid,11/12/2021,546089,Debt consolidation,C2, 36 months,Not Verified,22884,<50K,0.1054,40.57,0.1322,1200,7,1460,Non Default
349714,TN,INDIVIDUAL,2 years,B,RENT,6/8/2021,5/16/2021,12/8/2021,Charged Off,1/8/2022,351467,Debt consolidation,B4, 36 months,Verified,42000,<50K,0.0326,243.38,0.1039,7500,2,1460,Default
418217,IL,INDIVIDUAL,< 1 year,B,MORTGAGE,7/9/2021,5/16/2021,4/10/2021,Charged Off,5/10/2021,487929,other,B1, 36 months,Verified,50960,50K–99K,0.1269,162.76,0.1095,5000,31,1460,Default
436877,NJ,INDIVIDUAL,2 years,C,OWN,8/9/2021,12/11/2021,12/11/2021,Fully Paid,1/11/2022,523943,medical,C5, 36 months,Not Verified,50000,50K–99K,0.1454,41.17,0.1426,1200,9,1461,Non Default
494000,SC,INDIVIDUAL,< 1 year,B,RENT,3/10/2021,11/11/2021,6/11/2021,Charged Off,7/11/2021,416195,Debt consolidation,B4, 36 months,Not Verified,13200,<50K,0.1418,98.21,0.1099,3000,8,1462,Default
595476,VA,INDIVIDUAL,< 1 year,C,MORTGAGE,10/10/2021,6/14/2021,3/13/2021,Fully Paid,4/13/2021,764532,Debt consolidation,C3, 36 months,Not Verified,52000,50K–99K,0.0762,41.01,0.1398,1200,25,1463,Non Default
1026435,MA,INDIVIDUAL,1 year,A,RENT,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1255618,Debt consolidation,A4, 36 months,Not Verified,41000,<50K,0.0972,40.68,0.079,1300,9,1464,Non Default
696569,MT,INDIVIDUAL,4 years,C,RENT,3/11/2021,5/16/2021,3/14/2021,Fully Paid,4/14/2021,887747,other,C1, 36 months,Source Verified,48000,<50K,0.1688,40.25,0.1268,1200,14,1464,Non Default
584165,TX,INDIVIDUAL,1 year,B,MORTGAGE,9/10/2021,11/11/2021,1/12/2021,Charged Off,2/12/2021,750622,Debt consolidation,B2, 36 months,Source Verified,34662,<50K,0.1631,97.87,0.1075,3000,20,1465,Default
1048435,CA,INDIVIDUAL,10+ years,A,OWN,12/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1279767,other,A2, 36 months,Not Verified,39456,<50K,0.2622,40.69,0.0662,1325,29,1465,Non Default
805342,CA,INDIVIDUAL,2 years,D,MORTGAGE,7/11/2021,5/16/2021,2/12/2021,Charged Off,3/12/2021,1011353,major purchase,D1, 36 months,Not Verified,56160,50K–99K,0.1581,209.82,0.1562,6000,28,1466,Default
585629,NY,INDIVIDUAL,10+ years,C,RENT,9/10/2021,5/16/2021,10/13/2021,Fully Paid,11/13/2021,752416,Debt consolidation,C2, 36 months,Verified,53000,50K–99K,0.1818,40.79,0.1361,1200,36,1468,Non Default
586046,CA,INDIVIDUAL,< 1 year,C,RENT,9/10/2021,4/13/2021,11/12/2021,Charged Off,12/12/2021,738203,small business,C2, 60 months,Source Verified,19200,<50K,0.2375,55.36,0.1361,2400,11,1469,Default
858414,MD,INDIVIDUAL,< 1 year,D,RENT,8/11/2021,5/16/2021,2/12/2021,Charged Off,3/12/2021,1070992,Debt consolidation,D3, 60 months,Source Verified,53000,50K–99K,0.1694,294.96,0.1649,12000,20,1470,Default
764376,MA,INDIVIDUAL,2 years,C,OWN,5/11/2021,5/12/2021,11/11/2021,Charged Off,12/11/2021,965089,major purchase,C3, 36 months,Not Verified,32500,<50K,0.0388,170.87,0.1399,5000,7,1471,Default
368107,MA,INDIVIDUAL,2 years,B,MORTGAGE,12/8/2021,3/15/2021,1/12/2021,Fully Paid,2/12/2021,382242,credit card,B1, 36 months,Not Verified,130000,100K–149K,0.0518,40.9,0.1095,1250,19,1472,Non Default
755186,MN,INDIVIDUAL,< 1 year,C,RENT,5/11/2021,5/16/2021,12/11/2021,Charged Off,1/11/2022,954979,Debt consolidation,C3, 60 months,Verified,83196,50K–99K,0.1594,246.01,0.1399,16000,33,1473,Default
497420,NJ,INDIVIDUAL,7 years,A,OWN,3/10/2021,12/11/2021,7/11/2021,Charged Off,8/11/2021,637706,other,A3, 36 months,Not Verified,41235,<50K,0.1985,92.82,0.0714,3000,20,1474,Default
855501,CO,INDIVIDUAL,4 years,C,RENT,8/11/2021,5/14/2021,11/13/2021,Fully Paid,12/13/2021,1067817,car,C5, 36 months,Not Verified,58000,50K–99K,0.0846,41.74,0.1523,1200,9,1475,Non Default
454773,AZ,INDIVIDUAL,< 1 year,C,MORTGAGE,12/9/2021,5/16/2021,12/12/2021,Fully Paid,1/12/2022,563479,home improvement,C4, 36 months,Not Verified,27600,<50K,0.1187,40.97,0.1392,1200,21,1475,Non Default
757221,CA,INDIVIDUAL,4 years,D,RENT,5/11/2021,2/12/2021,10/11/2021,Charged Off,11/11/2021,957243,Debt consolidation,D5, 36 months,Source Verified,39666,<50K,0.0551,287.18,0.1749,8000,9,1476,Default
1071570,TX,INDIVIDUAL,< 1 year,B,RENT,12/11/2021,3/13/2021,11/12/2021,Charged Off,12/12/2021,1306721,other,B5, 60 months,Verified,15000,<50K,0.1808,121.45,0.1269,5375,3,1476,Default
832833,CA,INDIVIDUAL,10+ years,A,MORTGAGE,8/11/2021,5/16/2021,11/12/2021,Fully Paid,12/12/2021,1042328,major purchase,A1, 36 months,Source Verified,54000,50K–99K,0.1207,42.23,0.0542,1400,25,1477,Non Default
850106,LA,INDIVIDUAL,< 1 year,C,RENT,8/11/2021,9/14/2021,5/14/2021,Charged Off,6/14/2021,1061893,moving,C2, 36 months,Source Verified,24000,<50K,0.038,44.96,0.1349,1325,3,1477,Default
662350,NV,INDIVIDUAL,10+ years,A,MORTGAGE,1/11/2021,2/13/2021,8/12/2021,Charged Off,9/12/2021,847024,car,A5, 36 months,Not Verified,70800,50K–99K,0.0795,77.95,0.0766,2500,39,1479,Default
1065382,FL,INDIVIDUAL,1 year,A,RENT,12/11/2021,8/13/2021,10/12/2021,Fully Paid,11/12/2021,1299269,other,A4, 36 months,Not Verified,28800,<50K,0.1,43.81,0.079,1400,7,1479,Non Default
387069,NJ,INDIVIDUAL,1 year,A,RENT,3/9/2021,5/16/2021,12/9/2021,Charged Off,1/9/2022,419766,medical,A5, 36 months,Source Verified,36900,<50K,0.0715,185.35,0.0963,5775,10,1481,Default
501421,CO,INDIVIDUAL,< 1 year,C,RENT,4/10/2021,5/16/2021,8/10/2021,Charged Off,9/10/2021,644458,other,C2, 36 months,Verified,42000,<50K,0.0131,371.2,0.1311,11000,28,1481,Default
616126,NJ,INDIVIDUAL,10+ years,B,MORTGAGE,11/10/2021,9/11/2021,5/11/2021,Charged Off,6/11/2021,790011,home improvement,B4, 60 months,Verified,197004,150K–199K,0.1554,212.43,0.0999,10000,39,1482,Default
881258,NC,INDIVIDUAL,< 1 year,B,RENT,9/11/2021,5/16/2021,12/13/2021,Fully Paid,1/13/2022,1096360,credit card,B1, 36 months,Source Verified,34400,<50K,0.0907,41.9,0.0991,1300,11,1484,Non Default
730036,CA,INDIVIDUAL,4 years,E,RENT,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,925930,Debt consolidation,E2, 60 months,Source Verified,13000,<50K,0.156,24.73,0.1677,1000,5,1484,Non Default
626523,IL,INDIVIDUAL,6 years,B,MORTGAGE,12/10/2021,5/16/2021,4/12/2021,Charged Off,5/12/2021,802871,credit card,B3, 36 months,Source Verified,70992,50K–99K,0.2079,93.06,0.0962,2900,39,1485,Default
514060,NY,INDIVIDUAL,3 years,D,RENT,5/10/2021,5/11/2021,11/10/2021,Charged Off,12/10/2021,664390,major purchase,D1, 36 months,Not Verified,15000,<50K,0,206.79,0.1459,6000,6,1488,Default
649483,NJ,INDIVIDUAL,< 1 year,A,RENT,1/11/2021,2/16/2021,3/11/2021,Fully Paid,4/11/2021,830885,credit card,A2, 36 months,Not Verified,101000,100K–149K,0.103,44.74,0.0579,1475,39,1489,Non Default
365445,NY,INDIVIDUAL,10+ years,A,OWN,11/8/2021,9/15/2021,12/11/2021,Fully Paid,1/11/2022,376496,other,A4, 36 months,Not Verified,48000,<50K,0.0075,41.39,0.0907,1300,10,1490,Non Default
729958,OR,INDIVIDUAL,< 1 year,D,RENT,4/11/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,925847,Debt consolidation,D2, 36 months,Source Verified,15600,<50K,0.1808,41.55,0.1491,1200,15,1491,Non Default
431643,MT,INDIVIDUAL,4 years,B,OWN,8/9/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,512457,other,B3, 36 months,Not Verified,29500,<50K,0.214,41.42,0.1183,1250,21,1491,Non Default
596926,CA,INDIVIDUAL,< 1 year,B,RENT,10/10/2021,5/16/2021,5/13/2021,Charged Off,6/13/2021,766230,Debt consolidation,B5, 36 months,Source Verified,24000,<50K,0.148,49.73,0.1186,1500,5,1492,Default
998515,NJ,INDIVIDUAL,1 year,D,RENT,10/11/2021,12/12/2021,7/12/2021,Charged Off,8/12/2021,1223677,major purchase,D4, 60 months,Source Verified,60000,50K–99K,0.1312,147.22,0.1758,5850,7,1494,Default
497236,UT,INDIVIDUAL,4 years,E,RENT,4/10/2021,6/11/2021,1/11/2021,Charged Off,2/11/2021,637411,other,E2, 36 months,Not Verified,34000,<50K,0.1602,149.36,0.1682,4200,15,1495,Default
520831,NY,INDIVIDUAL,< 1 year,E,RENT,5/10/2021,6/15/2021,6/15/2021,Fully Paid,7/15/2021,673372,moving,E3, 60 months,Source Verified,26000,<50K,0.2073,24.96,0.1719,1000,13,1497,Non Default
382680,AR,INDIVIDUAL,2 years,A,RENT,3/9/2021,3/12/2021,10/11/2021,Charged Off,11/11/2021,412374,other,A3, 36 months,Not Verified,24840,<50K,0.1473,47.01,0.08,1500,17,1498,Default
809685,CA,INDIVIDUAL,3 years,C,RENT,7/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1016535,Debt consolidation,C5, 36 months,Source Verified,44000,<50K,0.2054,41.74,0.1523,1200,16,1502,Non Default
552402,IL,INDIVIDUAL,< 1 year,D,MORTGAGE,8/10/2021,11/15/2021,8/13/2021,Fully Paid,9/13/2021,711807,home improvement,D2, 36 months,Source Verified,24000,<50K,0.0325,41.73,0.1521,1200,7,1502,Non Default
1050143,CA,INDIVIDUAL,2 years,B,RENT,12/11/2021,11/12/2021,6/12/2021,Charged Off,7/12/2021,1281588,other,B5, 36 months,Not Verified,45000,<50K,0.1904,201.27,0.1269,6000,21,1502,Default
829429,CA,INDIVIDUAL,10+ years,C,RENT,7/11/2021,7/12/2021,3/12/2021,Charged Off,4/12/2021,1038532,other,C1, 36 months,Verified,38000,<50K,0.0729,202.14,0.1299,6000,7,1502,Default
558974,FL,INDIVIDUAL,4 years,F,RENT,8/10/2021,9/11/2021,4/11/2021,Charged Off,5/11/2021,714694,other,F4, 60 months,Verified,22800,<50K,0.1147,157.01,0.1941,6000,7,1503,Default
473528,AR,INDIVIDUAL,2 years,B,RENT,1/10/2021,3/16/2021,8/11/2021,Charged Off,9/11/2021,598519,other,B3, 36 months,Not Verified,14400,<50K,0.0417,99.41,0.1183,3000,4,1504,Default
489323,CA,INDIVIDUAL,< 1 year,C,RENT,3/10/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,624279,other,C2, 36 months,Not Verified,32400,<50K,0.1622,40.5,0.1311,1200,11,1504,Non Default
713169,CA,INDIVIDUAL,< 1 year,B,OWN,3/11/2021,5/16/2021,7/11/2021,Charged Off,8/11/2021,906362,Debt consolidation,B4, 36 months,Verified,19200,<50K,0.1263,301.7,0.1074,9250,9,1509,Default
563198,NY,INDIVIDUAL,4 years,C,RENT,8/10/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,724705,vacation,C1, 36 months,Source Verified,195000,150K–199K,0.0015,42.26,0.1323,1250,6,1509,Non Default
837597,CA,INDIVIDUAL,6 years,A,RENT,8/11/2021,7/15/2021,11/12/2021,Fully Paid,12/12/2021,1047634,Debt consolidation,A5, 36 months,Not Verified,24960,<50K,0.1976,44.19,0.0849,1400,15,1510,Non Default
661361,NY,INDIVIDUAL,9 years,C,MORTGAGE,1/11/2021,5/16/2021,9/11/2021,Charged Off,10/11/2021,845814,Debt consolidation,C1, 60 months,Source Verified,85000,50K–99K,0.1859,216.87,0.1268,9600,21,1510,Default
576208,GA,INDIVIDUAL,5 years,D,MORTGAGE,9/10/2021,4/15/2021,9/13/2021,Fully Paid,10/13/2021,741046,medical,D3, 36 months,Not Verified,25440,<50K,0.1269,41.95,0.1558,1200,11,1510,Non Default
543704,NJ,INDIVIDUAL,5 years,D,RENT,7/10/2021,7/13/2021,7/13/2021,Fully Paid,8/13/2021,701426,other,D3, 36 months,Source Verified,40000,<50K,0.1515,41.95,0.1558,1200,30,1510,Non Default
763601,FL,INDIVIDUAL,5 years,B,MORTGAGE,5/11/2021,9/13/2021,4/13/2021,Charged Off,5/13/2021,964236,other,B5, 36 months,Verified,30000,<50K,0.248,66.42,0.1199,2000,18,1510,Default
482011,OH,INDIVIDUAL,3 years,B,MORTGAGE,2/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,460036,credit card,B5, 36 months,Not Verified,45000,<50K,0.1883,41.97,0.1136,1275,12,1511,Non Default
585373,NY,INDIVIDUAL,2 years,B,RENT,9/10/2021,12/13/2021,7/13/2021,Charged Off,8/13/2021,752122,moving,B4, 60 months,Source Verified,9600,<50K,0.025,43.98,0.1149,2000,6,1511,Default
1048710,KY,INDIVIDUAL,4 years,C,MORTGAGE,12/11/2021,12/12/2021,7/12/2021,Charged Off,8/12/2021,1279676,other,C2, 60 months,Source Verified,45996,<50K,0.1218,163.86,0.1427,7000,16,1512,Default
514399,CA,INDIVIDUAL,10+ years,B,RENT,5/10/2021,5/16/2021,8/10/2021,Charged Off,9/10/2021,664939,Debt consolidation,B3, 36 months,Source Verified,66000,50K–99K,0.0955,488.4,0.1062,15000,41,1513,Default
661434,FL,INDIVIDUAL,4 years,B,RENT,1/11/2021,4/15/2021,3/11/2021,Fully Paid,4/11/2021,845902,other,B5, 36 months,Verified,28452,<50K,0,49.19,0.1111,1500,20,1514,Non Default
780781,CA,INDIVIDUAL,< 1 year,B,RENT,6/11/2021,7/15/2021,7/11/2021,Fully Paid,8/11/2021,983588,Debt consolidation,B3, 36 months,Source Verified,44400,<50K,0.1176,49.56,0.1163,1500,21,1515,Non Default
521462,NJ,INDIVIDUAL,3 years,C,MORTGAGE,6/10/2021,12/12/2021,7/12/2021,Charged Off,8/12/2021,674338,major purchase,C2, 36 months,Not Verified,38400,<50K,0.1634,59.48,0.1361,1750,15,1515,Default
635269,GA,INDIVIDUAL,6 years,B,MORTGAGE,12/10/2021,12/15/2021,1/16/2021,Fully Paid,2/16/2021,813794,Debt consolidation,B3, 60 months,Not Verified,140000,100K–149K,0.1195,25.28,0.0962,1200,25,1516,Non Default
974540,TX,INDIVIDUAL,9 years,B,MORTGAGE,10/11/2021,5/16/2021,11/11/2021,Fully Paid,12/11/2021,1196832,other,B4, 36 months,Not Verified,60000,50K–99K,0.1978,50.13,0.1242,1500,13,1516,Non Default
856729,MO,INDIVIDUAL,4 years,C,MORTGAGE,8/11/2021,5/16/2021,10/11/2021,Fully Paid,11/11/2021,1069119,other,C1, 36 months,Not Verified,60000,50K–99K,0.206,50.54,0.1299,1500,31,1516,Non Default
516506,FL,INDIVIDUAL,2 years,C,RENT,5/10/2021,3/16/2021,7/10/2021,Fully Paid,8/10/2021,667562,other,C4, 36 months,Not Verified,24000,<50K,0.0465,51.16,0.1385,1500,8,1517,Non Default
574689,GA,INDIVIDUAL,2 years,D,RENT,9/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,739300,Debt consolidation,D4, 36 months,Source Verified,45000,<50K,0.1888,42.16,0.1595,1200,10,1518,Non Default
825332,NJ,INDIVIDUAL,6 years,A,RENT,7/11/2021,10/12/2021,5/12/2021,Charged Off,6/12/2021,1034108,moving,A2, 36 months,Not Verified,45000,<50K,0.0987,152.09,0.0599,5000,20,1518,Default
777066,NC,INDIVIDUAL,3 years,D,RENT,6/11/2021,5/16/2021,6/14/2021,Fully Paid,7/14/2021,979509,other,D2, 36 months,Verified,57000,50K–99K,0.1257,42.19,0.1599,1200,20,1518,Non Default
218343,NY,INDIVIDUAL,10+ years,C,MORTGAGE,1/8/2021,3/10/2021,11/9/2021,Charged Off,12/9/2021,218321,wedding,C1, 36 months,Not Verified,11029,<50K,0.1915,70.17,0.1078,2150,8,1518,Default
370940,SC,INDIVIDUAL,4 years,C,MORTGAGE,1/9/2021,5/16/2021,4/9/2021,Charged Off,5/9/2021,385019,Debt consolidation,C3, 36 months,Not Verified,76000,50K–99K,0.219,506.56,0.1316,15000,40,1519,Default
498498,CA,INDIVIDUAL,3 years,E,RENT,3/10/2021,4/16/2021,6/11/2021,Charged Off,7/11/2021,639373,educational,E4, 36 months,Not Verified,44000,<50K,0.0046,107.8,0.1756,3000,11,1519,Default
1047133,NJ,INDIVIDUAL,< 1 year,A,RENT,12/11/2021,5/16/2021,4/13/2021,Charged Off,5/13/2021,1264757,moving,A5, 36 months,Source Verified,61160,50K–99K,0.0824,95.26,0.089,3000,14,1519,Default
602016,CA,INDIVIDUAL,< 1 year,E,RENT,10/10/2021,10/11/2021,5/11/2021,Charged Off,6/11/2021,772435,vacation,E3, 60 months,Source Verified,20400,<50K,0.13,197.49,0.1669,8000,13,1520,Default
1066617,CA,INDIVIDUAL,10+ years,D,MORTGAGE,12/11/2021,2/12/2021,2/12/2021,Fully Paid,3/12/2021,1300806,Debt consolidation,D3, 36 months,Verified,144000,100K–149K,0.0823,53.69,0.1727,1500,14,1522,Non Default
561859,IL,INDIVIDUAL,< 1 year,F,RENT,8/10/2021,5/16/2021,9/10/2021,Fully Paid,10/10/2021,723039,Debt consolidation,F2, 60 months,Not Verified,51000,50K–99K,0.1734,38.64,0.1867,1500,8,1523,Non Default
660889,GA,INDIVIDUAL,4 years,A,OWN,1/11/2021,9/11/2021,4/11/2021,Charged Off,5/11/2021,845240,small business,A2, 36 months,Source Verified,40000,<50K,0.1941,242.62,0.0579,8000,16,1524,Default
997677,WA,INDIVIDUAL,8 years,D,RENT,10/11/2021,5/15/2021,11/14/2021,Fully Paid,12/14/2021,1222795,other,D1, 36 months,Not Verified,68736,50K–99K,0.0716,42.37,0.1629,1200,15,1525,Non Default
418418,FL,INDIVIDUAL,10+ years,C,OWN,6/9/2021,3/10/2021,10/9/2021,Charged Off,11/9/2021,488285,home improvement,C4, 36 months,Source Verified,43600,<50K,0.1313,508.84,0.1347,15000,33,1526,Default
987006,MA,INDIVIDUAL,10+ years,B,MORTGAGE,10/11/2021,4/16/2021,5/12/2021,Charged Off,6/12/2021,1210956,other,B1, 60 months,Source Verified,70008,50K–99K,0.0802,254.44,0.0991,12000,27,1526,Default
622658,VA,INDIVIDUAL,5 years,B,MORTGAGE,12/10/2021,1/16/2021,2/11/2021,Fully Paid,3/11/2021,798001,vacation,B5, 36 months,Not Verified,40000,<50K,0.2082,48.66,0.1036,1500,17,1526,Non Default
721387,VA,INDIVIDUAL,3 years,B,MORTGAGE,4/11/2021,2/12/2021,2/12/2021,Fully Paid,3/12/2021,915950,credit card,B3, 36 months,Source Verified,39750,<50K,0.1407,46.23,0.1037,1425,14,1527,Non Default
390169,CA,INDIVIDUAL,1 year,D,OWN,4/9/2021,2/10/2021,8/9/2021,Charged Off,9/9/2021,424969,Debt consolidation,D4, 36 months,Not Verified,22000,<50K,0.1375,294.88,0.1505,8500,10,1527,Default
844615,CA,INDIVIDUAL,3 years,C,MORTGAGE,8/11/2021,6/15/2021,4/12/2021,Fully Paid,5/12/2021,1055618,home improvement,C4, 36 months,Source Verified,48000,<50K,0.109,48.39,0.1479,1400,13,1527,Non Default
608460,CA,INDIVIDUAL,1 year,C,RENT,11/10/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,780545,wedding,C1, 36 months,Source Verified,125000,100K–149K,0.1374,46.66,0.1223,1400,42,1527,Non Default
1010097,MI,INDIVIDUAL,2 years,A,MORTGAGE,11/11/2021,1/16/2021,3/12/2021,Fully Paid,4/12/2021,1236893,car,A1, 36 months,Not Verified,60000,50K–99K,0.1446,45.66,0.0603,1500,35,1529,Non Default
348064,IL,INDIVIDUAL,5 years,C,MORTGAGE,5/8/2021,10/9/2021,1/9/2021,Charged Off,2/9/2021,348953,medical,C5, 36 months,Not Verified,62000,50K–99K,0.0825,168.44,0.1229,5050,10,1531,Default
385010,NV,INDIVIDUAL,1 year,D,MORTGAGE,3/9/2021,2/15/2021,12/9/2021,Fully Paid,1/9/2022,416492,small business,D5, 36 months,Not Verified,36000,<50K,0.0507,48.79,0.1537,1400,6,1532,Non Default
798352,FL,INDIVIDUAL,10+ years,A,MORTGAGE,6/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,1003472,home improvement,A2, 36 months,Not Verified,40000,<50K,0.2076,42.59,0.0599,1400,15,1533,Non Default
447858,CA,INDIVIDUAL,4 years,B,RENT,10/9/2021,4/10/2021,11/9/2021,Charged Off,12/9/2021,548913,house,B1, 36 months,Verified,78000,50K–99K,0.172,656.07,0.1114,20000,24,1533,Default
867869,NJ,INDIVIDUAL,4 years,A,MORTGAGE,8/11/2021,9/14/2021,9/14/2021,Fully Paid,10/14/2021,1081502,other,A2, 36 months,Not Verified,92000,50K–99K,0.0639,42.59,0.0599,1400,19,1533,Non Default
510175,GA,INDIVIDUAL,10+ years,A,MORTGAGE,5/10/2021,3/16/2021,9/10/2021,Fully Paid,10/10/2021,658701,other,A2, 36 months,Not Verified,45000,<50K,0.0872,46.16,0.0676,1500,27,1533,Non Default
811320,NY,INDIVIDUAL,< 1 year,D,RENT,7/11/2021,4/12/2021,3/12/2021,Fully Paid,4/12/2021,1018329,wedding,D1, 36 months,Not Verified,14650,<50K,0.0229,48.96,0.1562,1400,14,1534,Non Default
240220,MO,INDIVIDUAL,10+ years,B,RENT,2/8/2021,3/11/2021,3/11/2021,Fully Paid,4/11/2021,237164,Debt consolidation,B5, 36 months,Not Verified,47000,<50K,0.1815,42.23,0.1046,1300,13,1536,Non Default
970910,IL,INDIVIDUAL,1 year,A,RENT,10/11/2021,10/14/2021,2/12/2021,Fully Paid,3/12/2021,1192613,major purchase,A3, 36 months,Source Verified,30000,<50K,0.1924,46.67,0.0751,1500,28,1536,Non Default
848389,LA,INDIVIDUAL,1 year,D,MORTGAGE,8/11/2021,11/12/2021,6/12/2021,Charged Off,7/12/2021,1059994,Debt consolidation,D5, 36 months,Source Verified,49000,<50K,0.1146,143.59,0.1749,4000,30,1537,Default
586526,VA,INDIVIDUAL,1 year,B,RENT,9/10/2021,5/16/2021,7/11/2021,Charged Off,8/11/2021,753497,Debt consolidation,B1, 60 months,Not Verified,67000,50K–99K,0.1573,171.48,0.1038,8000,19,1537,Default
514051,PA,INDIVIDUAL,2 years,C,RENT,5/10/2021,9/13/2021,10/10/2021,Fully Paid,11/10/2021,664370,other,C5, 36 months,Source Verified,30000,<50K,0.1452,51.43,0.1422,1500,16,1538,Non Default
748054,AZ,INDIVIDUAL,7 years,D,MORTGAGE,5/11/2021,4/16/2021,2/12/2021,Charged Off,3/12/2021,947068,Debt consolidation,D1, 36 months,Not Verified,65000,50K–99K,0.1645,171.36,0.1562,4900,25,1539,Default
656300,NV,INDIVIDUAL,3 years,D,RENT,1/11/2021,5/16/2021,10/11/2021,Charged Off,11/11/2021,839409,Debt consolidation,D4, 60 months,Verified,60000,50K–99K,0.126,193.06,0.1565,8000,20,1539,Default
659280,CA,INDIVIDUAL,3 years,D,RENT,1/11/2021,12/14/2021,1/12/2021,Charged Off,2/12/2021,843198,other,D5, 36 months,Verified,39772,<50K,0.0287,126.61,0.1602,3600,4,1540,Default
410040,NY,INDIVIDUAL,< 1 year,C,RENT,6/9/2021,4/16/2021,12/9/2021,Charged Off,1/9/2022,461153,Debt consolidation,C5, 36 months,Not Verified,35004,<50K,0.1289,190.83,0.1379,5600,13,1541,Default
1015628,WI,INDIVIDUAL,10+ years,B,MORTGAGE,11/11/2021,2/13/2021,8/12/2021,Charged Off,9/12/2021,1243095,Debt consolidation,B3, 36 months,Source Verified,19200,<50K,0.2263,163.73,0.1171,4950,33,1541,Default
